multi_sentinel2_AOI-00_W2022_Pearson_r,multi_aoi_ols,sentinel2,AOI-00,2025,W2022,Pearson_r,0.7579114802276049,0.7579114802276049,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2023_RMSE,multi_aoi_ols,sentinel2,AOI-00,2025,W2023,RMSE,0.0764232508466077,0.076423,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2023_MAE,multi_aoi_ols,sentinel2,AOI-00,2025,W2023,MAE,0.0625182505991173,0.062518,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2023_Bias,multi_aoi_ols,sentinel2,AOI-00,2025,W2023,Bias,-0.0380818853922085,-0.038082,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2023_R2,multi_aoi_ols,sentinel2,AOI-00,2025,W2023,R2,0.4173464801933024,0.4173464801933024,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2023_Pearson_r,multi_aoi_ols,sentinel2,AOI-00,2025,W2023,Pearson_r,0.7579801645602897,0.7579801645602897,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2024_RMSE,multi_aoi_ols,sentinel2,AOI-00,2025,W2024,RMSE,0.0798319825140218,0.079832,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2024_MAE,multi_aoi_ols,sentinel2,AOI-00,2025,W2024,MAE,0.0662292313325491,0.066229,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2024_Bias,multi_aoi_ols,sentinel2,AOI-00,2025,W2024,Bias,-0.0458787664269048,-0.045879,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2024_R2,multi_aoi_ols,sentinel2,AOI-00,2025,W2024,R2,0.364210738573093,0.364210738573093,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2024_Pearson_r,multi_aoi_ols,sentinel2,AOI-00,2025,W2024,Pearson_r,0.7578994922621423,0.7578994922621423,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2022_2023_RMSE,multi_aoi_ols,sentinel2,AOI-00,2025,W2022_2023,RMSE,0.0748030360390739,0.074803,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2022_2023_MAE,multi_aoi_ols,sentinel2,AOI-00,2025,W2022_2023,MAE,0.0612845656492012,0.061285,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2022_2023_Bias,multi_aoi_ols,sentinel2,AOI-00,2025,W2022_2023,Bias,-0.0355455908798914,-0.035546,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2022_2023_R2,multi_aoi_ols,sentinel2,AOI-00,2025,W2022_2023,R2,0.4417897468291138,0.4417897468291138,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2022_2023_Pearson_r,multi_aoi_ols,sentinel2,AOI-00,2025,W2022_2023,Pearson_r,0.7579687421506721,0.7579687421506721,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2023_2024_RMSE,multi_aoi_ols,sentinel2,AOI-00,2025,W2023_2024,RMSE,0.0770719252230506,0.077072,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2023_2024_MAE,multi_aoi_ols,sentinel2,AOI-00,2025,W2023_2024,MAE,0.0633704849612775,0.063370,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2023_2024_Bias,multi_aoi_ols,sentinel2,AOI-00,2025,W2023_2024,Bias,-0.0402972454217138,-0.040297,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2023_2024_R2,multi_aoi_ols,sentinel2,AOI-00,2025,W2023_2024,R2,0.4074134710845062,0.4074134710845062,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2023_2024_Pearson_r,multi_aoi_ols,sentinel2,AOI-00,2025,W2023_2024,Pearson_r,0.7579674240266432,0.7579674240266432,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2022_2024_RMSE,multi_aoi_ols,sentinel2,AOI-00,2025,W2022_2024,RMSE,0.0759227317183154,0.075923,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2022_2024_MAE,multi_aoi_ols,sentinel2,AOI-00,2025,W2022_2024,MAE,0.0624263001271205,0.062426,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2022_2024_Bias,multi_aoi_ols,sentinel2,AOI-00,2025,W2022_2024,Bias,-0.0382905963255622,-0.038291,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2022_2024_R2,multi_aoi_ols,sentinel2,AOI-00,2025,W2022_2024,R2,0.4249534386598284,0.4249534386598284,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_sentinel2_AOI-00_W2022_2024_Pearson_r,multi_aoi_ols,sentinel2,AOI-00,2025,W2022_2024,Pearson_r,0.7579578034819726,0.7579578034819726,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-00; sensor=sentinel2; window=W2022_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2022_RMSE,multi_aoi_ols,landsat,AOI-01,2025,W2022,RMSE,0.0012424284297672,0.001242,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2022_MAE,multi_aoi_ols,landsat,AOI-01,2025,W2022,MAE,0.0005031351925982,0.000503,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2022_Bias,multi_aoi_ols,landsat,AOI-01,2025,W2022,Bias,5.742505955217569e-05,0.000057,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2022_R2,multi_aoi_ols,landsat,AOI-01,2025,W2022,R2,0.3999511273373355,0.3999511273373355,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2022_Pearson_r,multi_aoi_ols,landsat,AOI-01,2025,W2022,Pearson_r,0.7203625341946122,0.7203625341946122,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2022; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2023_RMSE,multi_aoi_ols,landsat,AOI-01,2025,W2023,RMSE,0.0012098680224037,0.001210,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2023_MAE,multi_aoi_ols,landsat,AOI-01,2025,W2023,MAE,0.000557630174531,0.000558,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2023_Bias,multi_aoi_ols,landsat,AOI-01,2025,W2023,Bias,0.0001593946556148,0.000159,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2023_R2,multi_aoi_ols,landsat,AOI-01,2025,W2023,R2,0.4309900517005192,0.4309900517005192,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2023_Pearson_r,multi_aoi_ols,landsat,AOI-01,2025,W2023,Pearson_r,0.7134506875280094,0.7134506875280094,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2024_RMSE,multi_aoi_ols,landsat,AOI-01,2025,W2024,RMSE,0.0012350993319251,0.001235,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2024_MAE,multi_aoi_ols,landsat,AOI-01,2025,W2024,MAE,0.0005652125927523,0.000565,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2024_Bias,multi_aoi_ols,landsat,AOI-01,2025,W2024,Bias,0.0001485423577904,0.000149,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2024_R2,multi_aoi_ols,landsat,AOI-01,2025,W2024,R2,0.4070096353521019,0.4070096353521019,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2024_Pearson_r,multi_aoi_ols,landsat,AOI-01,2025,W2024,Pearson_r,0.7054465839794869,0.7054465839794869,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2022_2023_RMSE,multi_aoi_ols,landsat,AOI-01,2025,W2022_2023,RMSE,0.0012197323830697,0.001220,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2022_2023_MAE,multi_aoi_ols,landsat,AOI-01,2025,W2022_2023,MAE,0.0005359453060655,0.000536,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2022_2023_Bias,multi_aoi_ols,landsat,AOI-01,2025,W2022_2023,Bias,0.000119446646195,0.000119,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2022_2023_R2,multi_aoi_ols,landsat,AOI-01,2025,W2022_2023,R2,0.421673661771451,0.421673661771451,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2022_2023_Pearson_r,multi_aoi_ols,landsat,AOI-01,2025,W2022_2023,Pearson_r,0.7160638775658889,0.7160638775658889,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2022_2023; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
multi_landsat_AOI-01_W2023_2024_RMSE,multi_aoi_ols,landsat,AOI-01,2025,W2023_2024,RMSE,0.0012197222847369,0.001220,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/multi_aoi/multi_aoi_metrics.csv,AOI=AOI-01; sensor=landsat; window=W2023_2024; target_year=2025,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
